Timestamp,City,Location,Latitude,Longitude,Road Type,Weather,Rain (mm),Temperature (C),Visibility (km),Hour of Day,Day of Week,Is Weekend,Is Peak Hour,Peak Type,Vehicle Count,Two-Wheelers (%),Cars (%),Heavy Vehicles (%),Avg Speed (km/h),Public Transport Density,Congestion Score (0-100),Congestion Level,Accident,Event Nearby
2025-05-14 06:42:00,Pune,Nigdi,18.581338,73.917383,Residential,Clear,0.0,32.8,6.4,6,Wednesday,False,False,None,151,33.0,63.8,3.3,16.1,73,84,High,Yes,Yes
2025-03-22 14:53:00,Pune,Viman Nagar,18.528916,73.820276,Residential,Cloudy,0.0,32.4,9.9,14,Saturday,True,False,None,52,28.5,68.7,2.8,26.5,16,57,Medium,Yes,No
2025-06-25 06:43:00,Surat,Katargam,21.246968,72.776953,Residential,Clear,0.0,38.0,5.5,6,Wednesday,False,False,None,63,35.0,62.7,2.3,27.8,20,42,Medium,No,No
2025-12-28 13:35:00,Ahmedabad,Naroda,23.091794,72.646951,Highway,Clear,0.0,33.2,9.7,13,Sunday,True,False,None,88,26.3,52.3,21.4,41.4,32,33,Low,No,No
2025-07-03 06:43:00,Delhi,Chanakyapuri,28.674927,77.132966,Arterial,Cloudy,0.0,30.3,6.1,6,Thursday,False,False,None,213,54.3,32.1,13.6,54.2,98,41,Medium,No,Yes
2025-07-30 21:55:00,Pune,Magarpatta,18.476068,73.882305,Arterial,Clear,0.0,20.4,8.7,21,Wednesday,False,False,None,73,49.6,41.9,8.5,50.8,34,21,Low,No,Yes
2025-05-23 02:49:00,Kolkata,New Town,22.509944,88.35343,Residential,Clear,0.0,32.9,7.1,2,Friday,False,False,None,26,53.9,43.1,3.1,58.3,9,6,Low,No,Yes
2025-11-07 16:07:00,Pune,Swargate,18.46034,73.920707,Commercial,Rain,12.0,19.0,5.1,16,Friday,False,False,None,232,43.7,42.1,14.2,21.8,100,100,Very High,Yes,Yes
2025-12-08 13:20:00,Jaipur,C-Scheme,26.866029,75.833021,Commercial,Cloudy,0.0,22.2,7.3,13,Monday,False,False,None,291,50.0,40.9,9.1,53.2,104,55,Medium,No,Yes
2025-06-14 14:28:00,Surat,Pal,21.139867,72.88015,Commercial,Cloudy,0.0,35.5,7.1,14,Saturday,True,False,None,299,53.6,40.5,5.9,30.1,103,79,High,No,Yes
2025-01-24 07:30:00,Bangalore,MG Road,13.011754,77.637807,Highway,Clear,0.0,30.7,9.3,7,Friday,False,False,None,233,44.7,36.7,18.7,45.9,70,52,Medium,No,No
2025-08-06 07:11:00,Mumbai,Sion,19.111084,72.878465,Commercial,Clear,0.0,36.7,5.5,7,Wednesday,False,False,None,166,51.7,33.8,14.5,29.0,70,58,Medium,No,No
2025-03-23 23:55:00,Jaipur,Bani Park,26.875874,75.758454,Commercial,Clear,0.0,36.5,8.5,23,Sunday,True,False,None,120,27.3,64.9,7.7,48.0,42,32,Low,No,No
2025-03-12 04:14:00,Jaipur,Malviya Nagar,26.955567,75.85867,Commercial,Cloudy,0.0,19.4,8.2,4,Wednesday,False,False,None,18,50.0,44.4,5.6,58.3,6,4,Low,No,No
2025-10-22 12:30:00,Delhi,ITO Junction,28.642563,77.193691,Highway,Fog,0.0,26.6,1.6,12,Wednesday,False,False,None,203,25.9,52.6,21.5,41.1,74,52,Medium,No,Yes
2025-08-28 04:39:00,Bangalore,KR Puram,12.943895,77.636397,Highway,Rain,3.9,32.6,7.6,4,Thursday,False,False,None,18,36.4,47.9,15.8,37.4,6,35,Low,No,No
2025-08-04 08:53:00,Kolkata,Esplanade,22.516981,88.304095,Highway,Clear,0.0,19.1,8.5,8,Monday,False,True,Morning,649,31.0,39.8,29.2,8.0,197,100,Very High,Yes,Yes
2025-04-22 14:44:00,Mumbai,Juhu,19.056049,72.948335,Residential,Rain,19.2,31.4,5.0,14,Tuesday,False,False,None,110,42.3,50.2,7.6,17.4,52,85,High,Yes,Yes
2025-10-31 22:53:00,Chennai,Guindy,13.004724,80.257909,Arterial,Clear,0.0,36.7,8.6,22,Friday,False,False,None,257,27.1,61.3,11.6,49.2,110,53,Medium,No,Yes
2025-08-10 11:40:00,Ahmedabad,Maninagar,23.078774,72.624317,Commercial,Cloudy,0.0,34.1,6.6,11,Sunday,True,False,None,216,46.9,43.7,9.4,33.1,76,62,Medium,No,No
2025-08-19 07:48:00,Mumbai,Powai,19.108189,72.841903,Commercial,Cloudy,0.0,25.4,8.0,7,Tuesday,False,False,None,228,35.2,51.8,13.0,50.5,108,47,Medium,No,Yes
2025-04-08 02:15:00,Delhi,Nehru Place,28.626949,77.204722,Commercial,Clear,0.0,33.2,8.5,2,Tuesday,False,False,None,25,45.8,47.0,7.2,28.4,9,50,Medium,Yes,No
2025-08-06 23:35:00,Jaipur,Tonk Road,26.926734,75.828933,Residential,Clear,0.0,24.7,6.7,23,Wednesday,False,False,None,137,47.2,49.7,3.1,28.6,48,54,Medium,No,Yes
2025-02-21 06:18:00,Surat,Ring Road,21.092162,72.796594,Arterial,Clear,0.0,33.6,5.8,6,Friday,False,False,None,107,47.6,41.0,11.4,33.2,34,44,Medium,No,Yes
2025-06-24 05:03:00,Ahmedabad,Vastrapur,23.009088,72.58678,Residential,Fog,0.0,36.1,0.8,5,Tuesday,False,False,None,8,32.4,65.0,2.5,64.4,3,0,Low,No,Yes
2025-09-25 12:28:00,Surat,Katargam,21.128578,72.839419,Commercial,Clear,0.0,27.4,7.5,12,Thursday,False,False,None,270,32.9,55.8,11.3,43.6,85,61,Medium,No,Yes
2025-07-29 14:44:00,Bangalore,MG Road,13.040987,77.582622,Commercial,Clear,0.0,33.6,5.4,14,Tuesday,False,False,None,306,43.8,43.4,12.9,50.8,132,60,Medium,No,Yes
2025-11-28 04:58:00,Jaipur,Mansarovar,26.983228,75.787376,Residential,Rain,9.1,21.7,4.4,4,Friday,False,False,None,28,45.7,51.6,2.7,49.4,12,25,Low,No,No
2025-02-11 19:02:00,Ahmedabad,Vastrapur,23.025534,72.562157,Commercial,Cloudy,0.0,18.6,7.6,19,Tuesday,False,True,Evening,583,47.9,41.3,10.8,29.2,195,100,Very High,No,Yes
2025-10-27 13:40:00,Hyderabad,Banjara Hills,17.435171,78.494715,Commercial,Fog,0.0,27.0,0.7,13,Monday,False,False,None,76,33.6,54.4,11.9,50.7,37,21,Low,No,No
2025-06-11 08:20:00,Ahmedabad,Maninagar,22.950758,72.534129,Highway,Fog,0.0,29.3,1.8,8,Wednesday,False,True,Morning,714,40.0,35.7,24.3,19.2,277,100,Very High,No,Yes
2025-05-28 14:56:00,Bangalore,HSR Layout,12.965432,77.533395,Commercial,Clear,0.0,31.4,9.8,14,Wednesday,False,False,None,111,54.8,39.3,5.9,23.6,53,69,High,Yes,No
2025-05-30 16:45:00,Bangalore,Silk Board,13.029844,77.5588,Residential,Clear,0.0,28.4,6.9,16,Friday,False,False,None,166,40.2,52.2,7.5,41.5,78,46,Medium,No,No
2025-09-17 08:52:00,Kolkata,New Town,22.565455,88.335384,Highway,Clear,0.0,30.9,5.8,8,Wednesday,False,True,Morning,550,41.6,38.3,20.2,27.3,224,100,Very High,No,No
2025-05-03 18:24:00,Chennai,Mylapore,13.137906,80.206654,Arterial,Rain,12.9,25.0,6.5,18,Saturday,True,True,Evening,643,35.0,50.4,14.7,5.3,205,100,Very High,Yes,Yes
2025-03-15 13:55:00,Ahmedabad,SG Highway,23.020572,72.577963,Arterial,Clear,0.0,23.8,8.7,13,Saturday,True,False,None,286,43.8,41.7,14.5,45.8,136,61,Medium,No,Yes
2025-05-01 20:43:00,Surat,Vesu,21.137139,72.811075,Residential,Fog,0.0,27.5,0.4,20,Thursday,False,False,None,273,26.4,66.2,7.4,46.1,125,59,Medium,No,Yes
2025-09-29 13:36:00,Bangalore,Koramangala,12.998295,77.658425,Arterial,Clear,0.0,37.2,4.5,13,Monday,False,False,None,208,44.1,48.5,7.3,45.5,81,49,Medium,No,No
2025-05-28 21:34:00,Ahmedabad,Ellis Bridge,23.079034,72.508465,Arterial,Clear,0.0,39.7,9.7,21,Wednesday,False,False,None,126,34.1,56.4,9.6,44.2,62,36,Medium,No,No
2025-07-03 18:18:00,Kolkata,Sealdah,22.529419,88.412209,Residential,Clear,0.0,26.7,9.0,18,Thursday,False,True,Evening,420,52.1,40.9,7.0,21.3,191,100,Very High,No,Yes
2025-04-08 19:16:00,Chennai,Perungudi,13.030802,80.211846,Arterial,Cloudy,0.0,32.2,9.4,19,Tuesday,False,True,Evening,602,33.9,60.2,5.9,25.8,270,100,Very High,No,Yes
2025-07-07 16:32:00,Jaipur,Sindhi Camp,26.940612,75.815205,Residential,Rain,13.1,36.1,5.5,16,Monday,False,False,None,125,47.6,49.9,2.5,16.4,43,89,Very High,Yes,No
2025-10-13 11:05:00,Kolkata,EM Bypass,22.530012,88.287904,Commercial,Clear,0.0,28.0,7.2,11,Monday,False,False,None,222,53.2,33.6,13.2,47.5,71,49,Medium,No,No
2025-11-09 07:41:00,Jaipur,Tonk Road,26.854106,75.779883,Highway,Cloudy,0.0,33.4,6.8,7,Sunday,True,False,None,261,27.9,49.7,22.4,17.2,124,100,Very High,Yes,Yes
2025-10-28 23:46:00,Jaipur,Ajmer Road,26.848297,75.817009,Arterial,Rain,16.2,36.3,7.9,23,Tuesday,False,False,None,121,53.5,37.0,9.4,18.2,57,71,High,No,No
2025-11-27 11:03:00,Jaipur,Sindhi Camp,26.865233,75.840071,Commercial,Clear,0.0,38.9,9.8,11,Thursday,False,False,None,220,54.7,37.0,8.3,11.4,100,100,Very High,Yes,Yes
2025-10-28 06:52:00,Jaipur,Mansarovar,26.853489,75.764619,Arterial,Clear,0.0,37.8,4.9,6,Tuesday,False,False,None,69,28.3,58.7,13.0,33.3,32,38,Medium,No,Yes
2025-06-15 00:11:00,Chennai,Porur,13.153967,80.197638,Residential,Clear,0.0,29.6,8.5,0,Sunday,True,False,None,28,28.3,66.6,5.1,51.6,11,13,Low,No,No
2025-08-23 20:01:00,Jaipur,C-Scheme,26.933692,75.795037,Highway,Fog,0.0,27.4,0.4,20,Saturday,True,False,None,320,27.0,48.9,24.1,52.3,113,61,Medium,No,Yes
2025-11-02 16:18:00,Pune,Swargate,18.557138,73.826708,Commercial,Clear,0.0,35.4,6.6,16,Sunday,True,False,None,101,49.8,41.0,9.1,50.6,38,26,Low,No,Yes
2025-05-11 11:09:00,Pune,Aundh,18.493143,73.796257,Commercial,Clear,0.0,20.1,9.0,11,Sunday,True,False,None,74,42.6,46.8,10.6,47.3,30,24,Low,No,No
2025-12-07 13:55:00,Pune,Deccan,18.458782,73.821271,Highway,Fog,0.0,25.7,1.1,13,Sunday,True,False,None,104,35.5,36.8,27.7,29.6,42,47,Medium,No,No
2025-08-08 17:49:00,Chennai,Nungambakkam,13.107875,80.201834,Highway,Cloudy,0.0,33.3,7.9,17,Friday,False,True,Evening,314,30.4,49.3,20.3,13.6,103,98,Very High,No,No
2025-09-29 06:24:00,Delhi,Karol Bagh,28.577436,77.23491,Commercial,Clear,0.0,24.9,4.9,6,Monday,False,False,None,183,43.5,49.9,6.6,48.3,79,42,Medium,No,Yes
2025-08-15 13:17:00,Ahmedabad,Chandkheda,23.093752,72.614176,Arterial,Rain,8.5,27.5,4.7,13,Friday,False,False,None,223,26.6,58.5,14.8,13.3,76,100,Very High,Yes,No
2025-06-17 03:00:00,Hyderabad,Madhapur,17.317458,78.45679,Commercial,Cloudy,0.0,26.4,5.1,3,Tuesday,False,False,None,27,38.1,49.5,12.4,26.7,10,52,Medium,Yes,No
2025-07-27 22:40:00,Kolkata,Sealdah,22.586819,88.367734,Commercial,Clear,0.0,39.3,6.4,22,Sunday,True,False,None,93,50.3,43.8,5.9,49.0,32,26,Low,No,No
2025-06-08 23:21:00,Kolkata,EM Bypass,22.51623,88.300349,Arterial,Clear,0.0,29.2,5.0,23,Sunday,True,False,None,109,53.7,37.7,8.5,40.9,46,37,Medium,No,Yes
2025-03-30 19:09:00,Hyderabad,Secunderabad,17.315926,78.477453,Highway,Clear,0.0,28.9,8.6,19,Sunday,True,True,Evening,588,43.8,28.2,28.0,25.2,194,100,Very High,No,No
2025-05-21 18:03:00,Hyderabad,Tolichowki,17.366517,78.499553,Residential,Clear,0.0,27.9,5.9,18,Wednesday,False,True,Evening,329,27.7,64.4,7.9,9.2,137,100,Very High,Yes,No
2025-10-20 20:12:00,Delhi,Rajouri Garden,28.604207,77.21264,Residential,Cloudy,0.0,39.1,7.0,20,Monday,False,False,None,165,32.4,64.5,3.0,14.1,63,88,Very High,Yes,No
2025-07-10 09:24:00,Bangalore,Hebbal,13.036615,77.654325,Commercial,Rain,16.5,19.2,8.1,9,Thursday,False,True,Morning,617,46.7,45.4,7.8,7.9,266,100,Very High,No,Yes
2025-10-26 21:09:00,Pune,Hinjewadi,18.552853,73.928237,Residential,Clear,0.0,32.6,7.9,21,Sunday,True,False,None,104,34.9,59.3,5.9,42.9,33,34,Low,No,Yes
2025-11-27 21:27:00,Jaipur,Malviya Nagar,26.967509,75.723483,Residential,Clear,0.0,38.9,5.9,21,Thursday,False,False,None,137,29.1,67.5,3.4,53.4,43,29,Low,No,No
2025-09-27 01:42:00,Jaipur,Civil Lines,26.877988,75.827066,Residential,Rain,5.5,31.1,7.7,1,Saturday,True,False,None,13,32.1,61.8,6.1,23.9,5,63,Medium,Yes,Yes
2025-10-01 07:19:00,Ahmedabad,Satellite,22.974452,72.588146,Commercial,Rain,15.1,32.9,5.2,7,Wednesday,False,False,None,162,37.6,52.4,10.0,27.2,53,69,High,No,No
2025-11-25 15:55:00,Hyderabad,Hitech City,17.435673,78.548241,Residential,Cloudy,0.0,36.6,4.6,15,Tuesday,False,False,None,101,27.8,65.3,7.0,33.6,48,43,Medium,No,Yes
2025-01-28 12:32:00,Delhi,AIIMS Crossing,28.666662,77.240372,Residential,Clear,0.0,26.2,10.0,12,Tuesday,False,False,None,77,29.1,64.1,6.7,34.6,27,38,Medium,No,Yes
2025-12-28 15:28:00,Bangalore,BTM Layout,12.993832,77.61425,Highway,Rain,5.4,22.7,4.1,15,Sunday,True,False,None,236,28.7,52.8,18.6,16.8,82,100,Very High,Yes,No
2025-09-13 19:34:00,Mumbai,Andheri,19.079758,72.855397,Highway,Cloudy,0.0,33.8,7.5,19,Saturday,True,True,Evening,449,30.6,45.8,23.6,18.6,194,100,Very High,No,No
2025-09-17 16:35:00,Jaipur,Sanganer,26.95003,75.760503,Highway,Clear,0.0,32.0,6.8,16,Wednesday,False,False,None,184,43.8,30.2,26.0,15.3,83,90,Very High,Yes,Yes
2025-10-07 10:52:00,Delhi,Lajpat Nagar,28.675626,77.179495,Arterial,Rain,13.0,39.6,8.1,10,Tuesday,False,True,Morning,527,31.0,63.6,5.4,18.4,241,100,Very High,No,Yes
2025-07-23 17:30:00,Hyderabad,LB Nagar,17.423929,78.549842,Residential,Clear,0.0,24.3,7.9,17,Wednesday,False,True,Evening,324,36.0,61.2,2.7,27.3,154,86,Very High,No,No
2025-04-06 15:44:00,Kolkata,New Town,22.598347,88.332939,Commercial,Clear,0.0,23.9,8.8,15,Sunday,True,False,None,91,34.6,54.9,10.5,46.8,28,28,Low,No,Yes
2025-08-07 05:44:00,Surat,Rander,21.197589,72.816094,Commercial,Clear,0.0,37.1,4.3,5,Thursday,False,False,None,16,48.7,39.9,11.4,65.4,4,0,Low,No,No
2025-12-14 05:01:00,Jaipur,Raja Park,26.94105,75.859112,Arterial,Rain,4.9,27.6,8.1,5,Sunday,True,False,None,12,42.0,49.2,8.8,48.6,5,23,Low,No,No
2025-02-09 18:08:00,Pune,Hadapsar,18.553046,73.811031,Residential,Clear,0.0,23.5,7.9,18,Sunday,True,True,Evening,465,28.5,64.0,7.5,10.5,211,100,Very High,No,Yes
2025-12-22 15:12:00,Surat,Ring Road,21.136658,72.799093,Highway,Clear,0.0,21.8,4.4,15,Monday,False,False,None,316,46.3,28.7,25.0,38.4,129,74,High,No,Yes
2025-12-30 22:40:00,Bangalore,Majestic,12.912363,77.656079,Arterial,Rain,6.6,20.7,7.1,22,Tuesday,False,False,None,85,39.0,50.3,10.7,10.6,42,88,Very High,Yes,No
2025-07-23 22:46:00,Mumbai,Powai,19.120842,72.900067,Commercial,Clear,0.0,36.1,8.6,22,Wednesday,False,False,None,68,35.3,52.9,11.8,14.1,32,72,High,Yes,No
2025-03-08 13:32:00,Bangalore,BTM Layout,12.940052,77.599956,Highway,Rain,5.7,24.7,7.1,13,Saturday,True,False,None,231,41.5,33.9,24.5,10.0,75,100,Very High,Yes,No
2025-03-28 18:37:00,Jaipur,Sitapura,26.866129,75.798842,Arterial,Clear,0.0,37.8,7.7,18,Friday,False,True,Evening,644,48.1,37.4,14.5,11.2,227,100,Very High,Yes,Yes
2025-01-16 15:56:00,Surat,Pal,21.144631,72.774087,Residential,Cloudy,0.0,23.4,5.8,15,Thursday,False,False,None,225,37.5,59.6,2.9,20.0,88,92,Very High,Yes,No
2025-06-26 12:08:00,Pune,Kharadi,18.578849,73.802252,Residential,Clear,0.0,23.3,4.6,12,Thursday,False,False,None,99,43.5,52.2,4.3,15.1,34,76,High,Yes,Yes
2025-10-23 23:20:00,Pune,Nigdi,18.448486,73.855883,Arterial,Rain,13.5,29.3,7.0,23,Thursday,False,False,None,177,31.5,53.9,14.7,27.9,65,71,High,No,Yes
2025-10-02 00:54:00,Ahmedabad,Bopal,23.014557,72.579377,Highway,Clear,0.0,34.0,9.3,0,Thursday,False,False,None,37,33.7,45.9,20.4,60.1,13,6,Low,No,Yes
2025-11-09 03:08:00,Surat,Pal,21.143487,72.826899,Highway,Clear,0.0,25.5,8.8,3,Sunday,True,False,None,21,26.4,51.1,22.5,68.9,6,0,Low,No,Yes
2025-11-07 16:08:00,Ahmedabad,Navrangpura,22.960037,72.558046,Residential,Fog,0.0,26.6,1.2,16,Friday,False,False,None,126,25.5,69.7,4.8,42.8,46,38,Medium,No,No
2025-12-19 20:01:00,Hyderabad,Tolichowki,17.36583,78.538166,Commercial,Clear,0.0,39.4,7.9,20,Friday,False,False,None,260,46.6,43.1,10.2,42.3,118,61,Medium,No,Yes
2025-10-21 22:07:00,Chennai,T Nagar,13.079239,80.250992,Arterial,Clear,0.0,21.3,5.9,22,Tuesday,False,False,None,226,41.8,48.0,10.2,16.8,112,95,Very High,Yes,No
2025-09-30 10:34:00,Bangalore,Silk Board,12.939218,77.560841,Residential,Cloudy,0.0,33.0,9.2,10,Tuesday,False,True,Morning,605,31.7,62.9,5.3,22.2,299,100,Very High,No,Yes
2025-12-27 15:20:00,Chennai,Mylapore,13.049172,80.236721,Commercial,Clear,0.0,35.5,9.6,15,Saturday,True,False,None,120,53.6,33.2,13.2,33.6,55,46,Medium,No,No
2025-08-15 20:16:00,Mumbai,Kurla,19.098071,72.806099,Commercial,Clear,0.0,24.0,9.0,20,Friday,False,False,None,235,45.1,47.5,7.4,45.9,95,53,Medium,No,Yes
2025-08-30 03:43:00,Kolkata,New Town,22.538266,88.293366,Arterial,Clear,0.0,38.4,7.3,3,Saturday,True,False,None,18,47.7,40.8,11.5,66.3,6,0,Low,No,No
2025-10-21 07:34:00,Mumbai,Lower Parel,19.042315,72.803695,Highway,Rain,6.0,37.4,5.1,7,Tuesday,False,False,None,59,47.5,34.7,17.8,38.4,27,41,Medium,No,No
2025-11-05 03:59:00,Hyderabad,Miyapur,17.421979,78.510426,Residential,Clear,0.0,30.0,9.9,3,Wednesday,False,False,None,27,49.3,47.1,3.6,72.2,9,0,Low,No,Yes
2025-06-22 09:36:00,Bangalore,MG Road,12.933326,77.552283,Arterial,Clear,0.0,37.7,9.1,9,Sunday,True,True,Morning,663,34.7,58.9,6.4,8.9,231,100,Very High,Yes,Yes
2025-06-04 18:46:00,Hyderabad,Kukatpally,17.363807,78.442036,Highway,Clear,0.0,23.2,6.2,18,Wednesday,False,True,Evening,461,44.2,30.5,25.4,19.3,225,100,Very High,No,Yes
2025-03-20 14:47:00,Bangalore,Silk Board,12.909553,77.647204,Residential,Clear,0.0,28.4,7.3,14,Thursday,False,False,None,252,35.9,59.0,5.2,24.8,121,92,Very High,Yes,Yes
2025-10-21 17:09:00,Jaipur,Mansarovar,26.898868,75.797526,Arterial,Clear,0.0,20.6,7.1,17,Tuesday,False,True,Evening,405,26.7,63.9,9.5,14.1,132,100,Very High,Yes,No
2025-12-11 09:46:00,Jaipur,Bani Park,26.975475,75.865082,Highway,Clear,0.0,34.4,8.9,9,Thursday,False,True,Morning,596,41.2,33.3,25.5,11.5,185,100,Very High,No,No
2025-05-27 13:11:00,Ahmedabad,SG Highway,22.963778,72.629046,Arterial,Rain,11.7,32.2,9.9,13,Tuesday,False,False,None,147,53.9,40.3,5.8,26.9,69,67,High,No,No
2025-10-03 12:33:00,Mumbai,Dadar,19.051386,72.841804,Arterial,Cloudy,0.0,18.1,5.3,12,Friday,False,False,None,55,49.7,40.0,10.3,54.4,19,14,Low,No,No
2025-12-05 13:39:00,Mumbai,Bandra,19.005031,72.878323,Highway,Clear,0.0,31.1,4.4,13,Friday,False,False,None,204,31.5,50.0,18.5,20.6,96,88,Very High,Yes,Yes
2025-10-22 10:36:00,Hyderabad,Secunderabad,17.450852,78.506859,Residential,Clear,0.0,39.7,9.3,10,Wednesday,False,True,Morning,566,53.5,44.2,2.4,14.4,269,100,Very High,No,No
2025-09-11 01:22:00,Kolkata,Rajarhat,22.621524,88.430259,Commercial,Rain,5.4,27.2,5.9,1,Thursday,False,False,None,17,34.0,52.5,13.5,38.2,7,34,Low,No,No
2025-08-02 17:33:00,Jaipur,Ajmer Road,26.929195,75.713628,Arterial,Clear,0.0,25.3,5.5,17,Saturday,True,True,Evening,340,26.5,60.2,13.3,14.4,127,100,Very High,Yes,No
2025-10-28 23:42:00,Mumbai,Colaba,19.108603,72.861161,Arterial,Clear,0.0,25.3,9.2,23,Tuesday,False,False,None,73,52.4,35.0,12.5,17.2,32,69,High,Yes,Yes
2025-06-14 09:24:00,Chennai,Kodambakkam,13.0352,80.240768,Commercial,Clear,0.0,23.8,6.2,9,Saturday,True,True,Morning,562,47.8,39.9,12.2,15.5,204,100,Very High,Yes,No
2025-04-24 23:09:00,Delhi,Kashmere Gate,28.684854,77.18301,Highway,Clear,0.0,30.7,9.6,23,Thursday,False,False,None,197,32.4,44.1,23.5,33.9,80,58,Medium,No,Yes
2025-11-25 23:31:00,Ahmedabad,Iskcon Circle,22.950262,72.492421,Commercial,Clear,0.0,21.7,8.8,23,Tuesday,False,False,None,323,27.2,59.4,13.4,20.9,149,100,Very High,Yes,Yes
2025-11-19 07:04:00,Bangalore,KR Puram,12.894276,77.630151,Arterial,Clear,0.0,26.2,7.0,7,Wednesday,False,False,None,208,41.0,53.9,5.2,44.1,79,50,Medium,No,No
2025-01-09 16:52:00,Jaipur,C-Scheme,26.897364,75.7977,Commercial,Rain,4.2,20.4,9.5,16,Thursday,False,False,None,88,36.9,55.4,7.7,22.6,32,62,Medium,No,No
2025-12-17 02:41:00,Chennai,Adyar,13.158514,80.333867,Highway,Clear,0.0,30.2,6.3,2,Wednesday,False,False,None,7,34.9,40.4,24.7,65.9,3,0,Low,No,Yes
2025-04-19 22:56:00,Delhi,Saket,28.665211,77.260344,Commercial,Clear,0.0,33.1,9.5,22,Saturday,True,False,None,149,31.2,63.6,5.2,52.0,48,32,Low,No,Yes
2025-03-25 18:15:00,Mumbai,Powai,19.050495,72.920741,Commercial,Cloudy,0.0,26.4,7.2,18,Tuesday,False,True,Evening,482,38.1,56.4,5.5,25.8,225,100,Very High,No,Yes
2025-06-17 00:40:00,Surat,Piplod,21.133076,72.8119,Residential,Rain,14.7,23.0,6.7,0,Tuesday,False,False,None,17,32.4,63.8,3.8,23.6,5,64,Medium,Yes,No
2025-07-19 10:23:00,Bangalore,Majestic,12.905939,77.603275,Highway,Clear,0.0,27.8,9.7,10,Saturday,True,True,Morning,542,40.4,36.3,23.4,12.0,173,100,Very High,No,Yes
2025-06-16 12:00:00,Surat,Sachin,21.133145,72.77445,Residential,Clear,0.0,33.9,8.7,12,Monday,False,False,None,253,30.1,63.8,6.1,52.2,89,50,Medium,No,Yes
2025-05-22 13:19:00,Bangalore,Marathahalli,12.990831,77.643252,Commercial,Rain,18.6,38.8,6.2,13,Thursday,False,False,None,227,53.5,38.5,8.0,30.0,83,77,High,No,Yes
2025-06-21 13:52:00,Pune,Hadapsar,18.532541,73.815488,Arterial,Clear,0.0,33.3,7.6,13,Saturday,True,False,None,172,45.8,46.2,7.9,34.4,68,54,Medium,No,No
